date,visitors_total,bank_holiday,school_holiday,event,freizeitbad_closed,sportbad_closed,sauna_closed,kursbecken_closed,price_adult_90min,price_adult_max,price_reduced_90min,price_reduced_max,sloop_dummy,sloop_days_since_opening
2005-05-11,638,0,0,0,0,1,0,0,3.2,6.7,1.7,3.7,0,0
2005-05-12,526,0,0,0,0,1,0,0,3.2,6.7,1.7,3.7,0,0
2005-05-13,656,0,0,0,0,1,0,0,3.2,6.7,1.7,3.7,0,0
2005-05-14,913,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-05-15,1472,0,0,0,0,0,0,1,3.2,6.7,1.7,3.7,0,0
2005-05-16,1702,3,0,0,0,0,0,1,3.2,6.7,1.7,3.7,0,0
2005-05-17,600,0,0,0,0,0,0,1,3.2,6.7,1.7,3.7,0,0
2005-05-18,714,0,0,0,0,0,0,1,3.2,6.7,1.7,3.7,0,0
2005-05-19,600,0,0,0,0,0,0,1,3.2,6.7,1.7,3.7,0,0
2005-05-20,685,0,0,0,0,0,0,1,3.2,6.7,1.7,3.7,0,0
2005-05-21,1009,0,0,0,0,0,0,1,3.2,6.7,1.7,3.7,0,0
2005-05-22,1456,0,0,0,0,0,0,1,3.2,6.7,1.7,3.7,0,0
2005-05-23,693,0,0,0,0,0,0,1,3.2,6.7,1.7,3.7,0,0
2005-05-24,582,0,0,0,0,0,0,1,3.2,6.7,1.7,3.7,0,0
2005-05-25,1462,0,1,0,0,0,0,1,3.2,6.7,1.7,3.7,0,0
2005-05-26,1878,2,1,0,0,0,0,1,3.2,6.7,1.7,3.7,0,0
2005-05-27,2445,0,1,0,0,0,0,1,3.2,6.7,1.7,3.7,0,0
2005-05-28,2621,0,1,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-05-29,2262,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-05-30,626,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-05-31,637,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-06-01,628,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-06-02,672,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-06-03,855,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-06-04,1242,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-06-05,1916,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-06-06,1387,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-06-07,513,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-06-08,643,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-06-09,675,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-06-10,562,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-06-11,1224,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-06-12,1705,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-06-13,724,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-06-14,601,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-06-15,857,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-06-16,729,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-06-17,731,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-06-18,1415,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-06-19,3761,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-06-20,1827,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-06-21,983,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-06-22,880,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-06-23,1669,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-06-24,1486,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-06-25,1529,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-06-26,2011,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-06-27,1028,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-06-28,907,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-06-29,851,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-06-30,619,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-07-01,784,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-07-02,1050,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-07-03,1589,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-07-04,1094,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-07-05,829,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-07-06,981,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-07-07,759,0,2,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-07-08,938,0,2,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-07-09,1155,0,2,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-07-10,2171,0,2,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-07-11,1361,0,2,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-07-12,1619,0,2,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-07-13,1620,0,2,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-07-14,2047,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-07-15,1689,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-07-16,1406,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-07-17,1990,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-07-18,1897,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-07-19,1407,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-07-20,1550,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-07-21,1724,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-07-22,1597,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-07-23,1500,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-07-24,2088,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-07-25,1548,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-07-26,2169,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-07-27,1948,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-07-28,2579,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-07-29,1990,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-07-30,1612,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-07-31,2408,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-08-01,1513,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-08-02,1877,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-08-03,1999,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-08-04,1950,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-08-05,1785,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-08-06,1920,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-08-07,2623,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-08-08,1888,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-08-09,2328,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-08-10,2407,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-08-11,2455,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-08-12,2011,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-08-13,1681,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-08-14,2780,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-08-15,1951,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-08-16,2044,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-08-17,2293,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-08-18,2948,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-08-19,2684,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-08-20,1721,0,1,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-08-21,2095,0,1,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-08-22,1838,0,1,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-08-23,2445,0,1,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-08-24,2511,0,1,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-08-25,725,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-08-26,759,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-08-27,888,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-08-28,1433,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-08-29,877,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-08-30,991,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-08-31,1618,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-09-01,1303,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-09-02,747,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-09-03,1180,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-09-04,1933,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-09-05,985,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-09-06,1036,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-09-07,1051,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-09-08,1155,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-09-09,850,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-09-10,1405,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-09-11,1549,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-09-12,608,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-09-13,604,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-09-14,591,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-09-15,558,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-09-16,731,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-09-17,1260,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-09-18,1167,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-09-19,609,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-09-20,479,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-09-21,528,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-09-22,584,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-09-23,641,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-09-24,1112,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-09-25,1508,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-09-26,672,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-09-27,482,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-09-28,535,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-09-29,523,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-09-30,584,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-10-01,1221,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-10-02,1671,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-10-03,1690,3,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-10-04,589,0,2,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-10-05,850,0,2,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-10-06,615,0,2,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-10-07,674,0,2,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-10-08,752,0,2,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-10-09,1370,0,2,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-10-10,823,0,2,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-10-11,784,0,2,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-10-12,795,0,2,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-10-13,738,0,2,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-10-14,813,0,2,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-10-15,1116,0,2,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-10-16,1582,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-10-17,959,0,1,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-10-18,925,0,1,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-10-19,1135,0,1,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-10-20,1087,0,1,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-10-21,1014,0,1,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-10-22,1161,0,1,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-10-23,1764,0,1,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-10-24,1495,0,1,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-10-25,1343,0,1,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-10-26,1448,0,1,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-10-27,1200,0,1,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-10-28,1123,0,1,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-10-29,1076,0,1,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-10-30,1344,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-10-31,929,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-11-01,1012,2,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-11-02,556,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-11-03,483,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-11-04,682,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-11-05,990,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-11-06,1425,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-11-07,660,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-11-08,508,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-11-09,515,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-11-10,411,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-11-11,659,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-11-12,1610,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-11-13,2587,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-11-14,649,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-11-15,461,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-11-16,529,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-11-17,384,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-11-18,567,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-11-19,908,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-11-20,1394,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-11-21,576,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-11-22,421,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-11-23,482,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-11-24,405,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-11-25,142,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-11-26,274,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-11-27,538,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-11-28,521,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-11-29,372,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-11-30,429,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-12-01,434,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-12-02,530,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-12-03,830,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-12-04,1096,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-12-05,609,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-12-06,362,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-12-07,463,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-12-08,405,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-12-09,454,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-12-10,886,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-12-11,1347,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-12-12,596,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-12-13,412,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-12-14,439,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-12-15,376,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-12-16,487,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-12-17,789,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-12-18,936,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-12-19,581,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-12-20,386,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-12-21,430,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-12-22,423,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-12-23,739,0,1,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-12-24,320,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-12-26,668,3,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-12-27,1241,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-12-28,1790,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-12-29,1595,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-12-30,1613,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2005-12-31,617,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-01-01,524,3,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-01-02,2020,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-01-03,2004,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-01-04,2151,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-01-05,2170,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-01-06,1929,0,3,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-01-07,1683,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-01-08,2087,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-01-09,588,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-01-10,513,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-01-11,634,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-01-12,551,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-01-13,871,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-01-14,1709,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-01-15,2178,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-01-16,820,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-01-17,541,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-01-18,736,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-01-19,647,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-01-20,1014,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-01-21,1770,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-01-22,2166,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-01-23,1035,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-01-24,609,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-01-25,631,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-01-26,613,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-01-27,1284,0,0,1,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-01-28,1725,0,0,1,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-01-29,2131,0,0,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
2006-01-30,2137,0,1,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0
